From,Edge,To
37610,80823,96330
11901,80824,89670
76487,80825,39618
99975,80826,77533
44872,80827,93208
92933,80828,21841
98663,80829,42855
33593,80830,75225
35369,80831,76559
56095,80832,43195
3692,80833,67319
92058,80834,20421
56180,80835,80727
58986,80836,40865
92307,80837,90589
2303,80838,21506
27675,80839,3894
74986,80840,31815
99661,80841,70332
90884,80842,14902
30512,80843,34581
93746,80844,19209
52852,80845,89757
56737,80846,17167
23693,80847,62577
70641,80848,99677
29235,80849,70597
87050,80850,26591
91800,80851,55509
65261,80852,42322
12730,80853,83972
9227,80854,94932
83673,80855,97101
1868,80856,97739
21471,80857,68611
89335,80858,25946
29814,80859,69982
75563,80860,69967
57798,80861,62535
76937,80862,85684
57518,80863,76685
97814,80864,96030
80400,80865,78379
74138,80866,91815
7420,80867,7293
67385,80868,84447
43552,80869,58507
18512,80870,26988
46377,80871,89739
17472,80872,43394
21448,80873,22351
25895,80874,53687
63875,80875,6702
89955,80876,90624
68719,80877,85042
38286,80878,88203
59051,80879,25378
15339,80880,52751
30045,80881,83637
76420,80882,40575
43934,80883,95357
40351,80884,92275
35103,80885,29484
88595,80886,59691
34737,80887,94215
29960,80888,87249
82094,80889,19863
88061,80890,36033
60391,80891,75075
39171,80892,20749
16329,80893,37063
17062,80894,91708
79227,80895,32062
57899,80896,114
9616,80897,99764
45904,80898,56658
32714,80899,64567
48541,80900,77212
91784,80901,40179
33893,80902,56080
43431,80903,54999
15848,80904,9403
94917,80905,90889
49363,80906,2140
94070,80907,84016
71398,80908,91716
65225,80909,17239
48862,80910,59301
18811,80911,27287
55595,80912,86237
8184,80913,45566
84777,80914,67424
18265,80915,37811
99265,80916,43406
49317,80917,22862
19985,80918,96110
71244,80919,26467
51200,80920,39660
29286,80921,13346
22678,80922,35196
1423,80923,3996
5617,80924,78054
73934,80925,2672
25547,80926,18838
46408,80927,73880
38914,80928,3748
4089,80929,8118
11447,80930,7326
22954,80931,96126
58740,80932,89621
63484,80933,8698
90855,80934,84322
58878,80935,97303
73746,80936,43011
65975,80937,72973
86532,80938,54333
1827,80939,36824
33129,80940,53428
96181,80941,40724
75488,80942,61848
15888,80943,13025
2695,80944,8731
20946,80945,76857
8567,80946,77065
78671,80947,98032
19803,80948,74172
61262,80949,60218
56743,80950,84392
89004,80951,99199
56051,80952,36713
24425,80953,33935
70132,80954,37480
9409,80955,43311
21634,80956,87645
5374,80957,60465
68796,80958,90942
96372,80959,1815
3848,80960,23528
61242,80961,35722
61300,80962,58669
11441,80963,4196
54,80964,15633
85022,80965,52384
77391,80966,81178
80907,80967,38398
8940,80968,22404
45663,80969,58305
68656,80970,19904
23340,80971,16626
74125,80972,95523
78468,80973,53389
90955,80974,4073
35969,80975,4295
52518,80976,46016
51924,80977,79317
52116,80978,95911
58022,80979,9019
44941,80980,7323
23803,80981,91036
40329,80982,96783
23649,80983,28105
63660,80984,96309
98741,80985,2064
65070,80986,38422
95048,80987,35608
8820,80988,99866
69016,80989,11994
28761,80990,86591
26414,80991,20822
58283,80992,30504
75278,80993,83846
76506,80994,31377
3530,80995,98683
44441,80996,29538
9929,80997,95461
3618,80998,33496
321,80999,18120
6668,81000,81750
90866,81001,88766
19871,81002,59194
4930,81003,63336
63051,81004,32365
23368,81005,32489
33624,81006,1434
35384,81007,42535
78300,81008,14959
46454,81009,79001
20714,81010,61952
99600,81011,93949
37231,81012,97817
18502,81013,42705
36974,81014,95605
59168,81015,55601
40974,81016,14259
13335,81017,72135
22403,81018,58212
21498,81019,65670
98401,81020,11987
66093,81021,96796
33486,81022,5063
50243,81023,87119
26307,81024,85695
81092,81025,38274
97789,81026,34164
50851,81027,67965
45797,81028,6843
36325,81029,60992
66124,81030,16227
6235,81031,2735
28375,81032,76539
6987,81033,509
29968,81034,83804
35285,81035,91306
49785,81036,93238
39857,81037,50458
67355,81038,20695
45681,81039,99954
82072,81040,65189
285,81041,23871
60084,81042,12532
83123,81043,31551
79460,81044,14444
70272,81045,59366
67081,81046,11813
54139,81047,9320
82964,81048,1088
3911,81049,23530
70638,81050,3073
53406,81051,11409
61330,81052,25448
17376,81053,76634
5864,81054,65077
69940,81055,75733
5850,81056,61517
2667,81057,92505
24133,81058,72126
11012,81059,65771
80212,81060,60252
91883,81061,79755
44163,81062,36422
51765,81063,13377
81445,81064,476
54842,81065,4730
4296,81066,75184
45402,81067,19000
35951,81068,88742
79341,81069,31372
81292,81070,885
72359,81071,21979
93242,81072,7721
85908,81073,94773
72850,81074,17035
87895,81075,717
8726,81076,73071
21081,81077,66430
98013,81078,92280
2651,81079,50903
52180,81080,32342
89349,81081,31351
80685,81082,72378
55706,81083,34771
89358,81084,92738
3893,81085,72737
77031,81086,34986
39026,81087,21540
77865,81088,86570
60535,81089,37315
17920,81090,89046
8833,81091,17805
476,81092,6692
94253,81093,319
56238,81094,75890
33981,81095,49723
4912,81096,36011
54916,81097,87784
22676,81098,1367
10873,81099,20251
44304,81100,7230
68241,81101,62184
96481,81102,44017
80134,81103,59112
95071,81104,40323
32804,81105,93888
86690,81106,82786
82539,81107,97300
16141,81108,63096
64309,81109,99045
10884,81110,7153
46737,81111,86507
63371,81112,72980
90328,81113,19451
29591,81114,21130
92310,81115,48312
26176,81116,24759
9285,81117,10890
8709,81118,89930
18468,81119,63711
84483,81120,42756
10346,81121,4122
12394,81122,20092
67908,81123,94318
29033,81124,24311
15679,81125,30721
43935,81126,32056
54186,81127,81130
72494,81128,34347
98039,81129,8719
5603,81130,55375
67639,81131,55675
17579,81132,58299
60514,81133,94687
54616,81134,17901
94470,81135,37549
1026,81136,60297
83970,81137,85929
42118,81138,57891
18015,81139,92099
47957,81140,28339
36119,81141,58310
3680,81142,43970
1713,81143,9967
16758,81144,36177
40062,81145,6062
79854,81146,8498
78331,81147,46241
7668,81148,99139
2638,81149,11065
61121,81150,46562
74447,81151,15819
17215,81152,68656
77084,81153,61671
47622,81154,38954
92474,81155,45925
25463,81156,86811
41701,81157,83317
88337,81158,67238
26160,81159,34615
54280,81160,44030
67467,81161,12676
68309,81162,97872
82935,81163,72178
41027,81164,3555
31197,81165,50190
48528,81166,24398
50879,81167,3341
97473,81168,47964
38172,81169,21026
86104,81170,84374
48310,81171,51847
99965,81172,26480
91838,81173,1768
86936,81174,20239
66278,81175,99344
36838,81176,34135
54629,81177,93100
2599,81178,37238
58074,81179,53
98257,81180,21902
75565,81181,26353
28710,81182,89087
48811,81183,24151
60363,81184,5294
6668,81185,34782
90714,81186,63013
50672,81187,2046
54055,81188,89013
62707,81189,30500
58035,81190,29470
22398,81191,13963
34938,81192,88373
94161,81193,33760
22197,81194,33480
90845,81195,44901
44331,81196,5273
19729,81197,47020
19558,81198,65114
19995,81199,94557
85117,81200,29211
57430,81201,99715
90752,81202,24139
85058,81203,6662
21858,81204,29736
26051,81205,16198
64246,81206,75000
64652,81207,5382
73827,81208,49590
92761,81209,63257
68896,81210,37480
301,81211,80859
1904,81212,5526
23193,81213,24643
29375,81214,27387
26003,81215,51915
49047,81216,46419
39664,81217,89150
92553,81218,40852
4327,81219,79388
69099,81220,69764
19365,81221,53597
23509,81222,25104
49929,81223,96604
92304,81224,91634
7950,81225,67281
10432,81226,78486
88636,81227,70279
55452,81228,47283
47424,81229,41035
57254,81230,12347
57594,81231,62627
18045,81232,66521
87470,81233,36197
23497,81234,1582
58599,81235,56962
15120,81236,76334
93477,81237,19952
19525,81238,39430
44579,81239,73407
55974,81240,1160
99132,81241,38975
82404,81242,93229
37521,81243,25695
50556,81244,93316
79999,81245,33873
53322,81246,83702
44452,81247,39152
3629,81248,90852
49342,81249,23449
76667,81250,74080
79750,81251,98217
32348,81252,76182
98433,81253,23134
81558,81254,56935
2595,81255,35886
90364,81256,20727
85271,81257,4684
93667,81258,84715
53235,81259,20661
76246,81260,49734
23932,81261,22897
4337,81262,63726
66825,81263,50726
25818,81264,98791
83076,81265,4153
47097,81266,96246
16987,81267,48955
14098,81268,39460
24701,81269,12486
20589,81270,8307
80190,81271,58007
91414,81272,24203
66060,81273,86729
63359,81274,76724
56023,81275,23320
21024,81276,55982
51191,81277,74176
81381,81278,50634
64083,81279,31566
42157,81280,46282
85130,81281,50524
11539,81282,18130
27868,81283,53717
77800,81284,25266
58275,81285,58604
78292,81286,63704
9036,81287,14493
8402,81288,49682
69539,81289,19205
52971,81290,29521
28018,81291,36736
77294,81292,61178
92192,81293,67969
37321,81294,30856
88132,81295,70279
22395,81296,23005
58025,81297,18026
90441,81298,18695
80825,81299,78479
75551,81300,74387
26836,81301,70978
71842,81302,58005
24945,81303,77255
43435,81304,99936
7866,81305,45940
25158,81306,24573
75040,81307,11937
80791,81308,79866
81835,81309,41188
95350,81310,31333
58434,81311,53226
36597,81312,72200
81999,81313,19194
31968,81314,47879
94950,81315,52408
53181,81316,28391
81773,81317,75108
4654,81318,72123
50860,81319,48198
62942,81320,79170
8146,81321,75832
34349,81322,78911
51981,81323,70475
38507,81324,42451
56818,81325,19143
52855,81326,19247
51827,81327,43516
32506,81328,41302
72384,81329,10666
90303,81330,18245
60538,81331,50854
11648,81332,48130
20469,81333,57569
40491,81334,4304
59072,81335,42680
98171,81336,64167
41975,81337,28289
39745,81338,16369
31315,81339,72992
202,81340,13361
65734,81341,60652
16753,81342,47757
90551,81343,84754
48873,81344,6858
12213,81345,61757
30866,81346,42053
52715,81347,69509
24101,81348,50962
52361,81349,78698
12839,81350,20699
45,81351,38240
66212,81352,13329
19834,81353,49338
66452,81354,26922
10878,81355,80423
1009,81356,48900
92944,81357,91502
26535,81358,75370
71732,81359,90167
82315,81360,13748
66367,81361,85350
51544,81362,23081
42772,81363,95359
58572,81364,33583
39898,81365,22706
65341,81366,7010
52518,81367,75666
61994,81368,71760
29694,81369,29211
46127,81370,6596
87463,81371,71539
8259,81372,1399
16354,81373,46077
76494,81374,81337
1802,81375,74026
59839,81376,57966
34702,81377,73285
3705,81378,969
20116,81379,77126
19838,81380,6449
6776,81381,44157
9916,81382,93419
34628,81383,27144
75151,81384,9741
90414,81385,15884
53814,81386,12063
20693,81387,68324
24157,81388,45227
67630,81389,51117
24699,81390,99549
82438,81391,13429
32463,81392,78094
98944,81393,77104
31464,81394,64118
23849,81395,85606
87617,81396,4014
21253,81397,46405
50487,81398,18805
62984,81399,12698
54756,81400,92341
71110,81401,90444
41070,81402,95518
14306,81403,28483
22344,81404,56923
43733,81405,46622
3812,81406,63431
96151,81407,22357
9550,81408,90105
49354,81409,56498
5140,81410,77293
64506,81411,63542
56793,81412,43217
94003,81413,40209
89076,81414,96309
54608,81415,17789
37021,81416,76307
16590,81417,29382
62840,81418,46471
23513,81419,62277
92535,81420,50538
64051,81421,26892
14955,81422,12484
99779,81423,41203
58951,81424,69200
89066,81425,80384
98620,81426,16516
83832,81427,58049
48479,81428,38728
92086,81429,45575
5222,81430,57218
73294,81431,90617
16205,81432,4913
45838,81433,98859
18961,81434,21485
3142,81435,96888
49958,81436,39320
64869,81437,76455
99220,81438,81786
8066,81439,9618
37246,81440,41276
37799,81441,90492
87041,81442,19370
79782,81443,36733
58404,81444,91704
21985,81445,26337
64170,81446,8516
54043,81447,14107
74741,81448,81899
6537,81449,23268
73276,81450,97204
57592,81451,73433
18739,81452,99979
30976,81453,27649
46045,81454,95260
1101,81455,34994
81412,81456,1912
98671,81457,6067
25650,81458,21083
53168,81459,27011
6530,81460,52476
80757,81461,833
83398,81462,46010
99015,81463,70940
59299,81464,52011
18583,81465,58352
54696,81466,40188
78877,81467,11170
70182,81468,77974
62255,81469,98501
30094,81470,92691
22175,81471,83189
85117,81472,28367
58347,81473,11797
71441,81474,16032
53521,81475,2410
11895,81476,28662
38622,81477,12769
17722,81478,44911
88605,81479,692
74729,81480,18651
73390,81481,11330
18867,81482,90093
68559,81483,91603
38395,81484,94702
48344,81485,84392
14759,81486,78974
87912,81487,22057
40995,81488,16934
63936,81489,277
3107,81490,34824
44688,81491,80734
89276,81492,95446
28773,81493,64400
7636,81494,77069
403,81495,33148
95153,81496,19380
90711,81497,23189
15862,81498,55647
94343,81499,86094
23916,81500,47533
98181,81501,53429
18594,81502,31003
2471,81503,775
85816,81504,80933
97521,81505,3464
7956,81506,36468
70961,81507,36042
88171,81508,23351
83347,81509,74276
83269,81510,29324
1980,81511,54211
75663,81512,93789
77325,81513,2599
97841,81514,49108
40298,81515,97644
26839,81516,82551
40915,81517,52867
48275,81518,52675
13750,81519,25599
56499,81520,15040
63283,81521,6132
82803,81522,68971
982,81523,68087
9274,81524,35372
83564,81525,26946
93299,81526,99421
77351,81527,98611
53498,81528,94221
80720,81529,35558
51683,81530,2539
85698,81531,55257
55929,81532,64374
61159,81533,5776
15241,81534,94637
4896,81535,60036
62099,81536,95407
81436,81537,81563
64620,81538,32616
12483,81539,9329
25117,81540,85106
25593,81541,18294
36488,81542,20007
94009,81543,89474
75038,81544,92090
46164,81545,87391
51390,81546,17805
97651,81547,84917
92925,81548,97214
4567,81549,14239
61697,81550,90652
69694,81551,90428
62481,81552,6805
31351,81553,78063
87841,81554,26369
2582,81555,64770
86270,81556,90275
41728,81557,94571
34946,81558,22575
7226,81559,40513
56842,81560,41448
42041,81561,24201
11124,81562,87000
53363,81563,4001
33447,81564,86108
81852,81565,25334
83139,81566,32934
42176,81567,68962
10876,81568,45630
17842,81569,25423
80514,81570,58960
93857,81571,98044
86672,81572,96929
59225,81573,19229
62894,81574,11745
37507,81575,4279
27376,81576,69217
51051,81577,99068
18113,81578,45892
19282,81579,77068
27334,81580,86851
89329,81581,75198
87076,81582,65588
31925,81583,86414
11173,81584,72881
95519,81585,5819
46621,81586,12270
10849,81587,14130
64973,81588,22448
31518,81589,43363
6559,81590,68982
28686,81591,90218
72637,81592,93260
54792,81593,48151
74977,81594,99595
35606,81595,19882
6450,81596,51205
38627,81597,39964
78881,81598,1698
47278,81599,1957
53535,81600,59647
74278,81601,56364
24314,81602,46296
52112,81603,19655
71444,81604,9440
4489,81605,39251
81482,81606,89390
67942,81607,34278
87611,81608,89181
93951,81609,38355
74619,81610,9263
22614,81611,42423
61609,81612,24076
57246,81613,49622
92606,81614,68132
70028,81615,31580
92578,81616,38896
58307,81617,727
17684,81618,47895
32711,81619,21503
22582,81620,56016
67165,81621,12661
57944,81622,93824
5265,81623,31701
4629,81624,84705
61658,81625,55455
92753,81626,33983
1696,81627,51391
43028,81628,59787
33884,81629,37488
7377,81630,13924
33513,81631,90994
48541,81632,38520
99232,81633,93527
92446,81634,56007
10616,81635,5633
10874,81636,41808
59868,81637,34970
58538,81638,61249
12429,81639,54363
60119,81640,28863
75508,81641,32139
16574,81642,95909
29118,81643,94461
8813,81644,11727
85080,81645,86166
9231,81646,48142
42803,81647,89214
70691,81648,28539
40755,81649,30516
87785,81650,52740
92036,81651,73169
13304,81652,42169
79394,81653,82423
33545,81654,50696
19536,81655,45075
3836,81656,48449
86437,81657,39544
74214,81658,66769
44493,81659,7009
83843,81660,80556
50907,81661,25241
67536,81662,37462
26334,81663,19677
90698,81664,32364
95968,81665,15596
69971,81666,59247
84723,81667,10196
90887,81668,53575
67624,81669,12965
14799,81670,43835
52772,81671,90193
95055,81672,94398
20085,81673,626
71538,81674,58645
63402,81675,16200
15998,81676,62791
17504,81677,19192
39837,81678,66327
22487,81679,81767
94660,81680,26615
36838,81681,88820
86940,81682,99762
83776,81683,65317
91956,81684,82607
57427,81685,64131
1596,81686,87345
19112,81687,85510
27660,81688,25005
68707,81689,35491
21350,81690,12753
80948,81691,41266
34775,81692,12389
69595,81693,93517
7319,81694,50245
73833,81695,68377
18354,81696,87672
29413,81697,37931
91035,81698,46846
50619,81699,56095
78971,81700,4210
58650,81701,48316
11163,81702,65317
5827,81703,80119
39280,81704,57565
7490,81705,15467
36951,81706,48785
30737,81707,35040
58511,81708,29765
58887,81709,2194
6247,81710,93328
39835,81711,77193
4724,81712,39337
47973,81713,67875
3431,81714,72492
84389,81715,35773
52659,81716,54418
1248,81717,59017
97328,81718,5790
81699,81719,22390
13146,81720,21042
52652,81721,54225
82934,81722,90352
28541,81723,46392
67817,81724,26300
18469,81725,76573
40072,81726,86168
81273,81727,85126
67402,81728,14975
77023,81729,20854
33970,81730,17090
77457,81731,20000
33220,81732,67731
78021,81733,40368
28701,81734,12767
59064,81735,75437
46007,81736,64279
6081,81737,80966
89471,81738,44894
13634,81739,349
32175,81740,20333
71607,81741,96848
13213,81742,76466
1185,81743,54161
39548,81744,76843
32711,81745,68029
79890,81746,85083
24335,81747,5718
14598,81748,11570
93692,81749,93248
29462,81750,2868
42227,81751,88987
51231,81752,89269
60547,81753,75370
6463,81754,9556
63426,81755,1648
46778,81756,27636
2651,81757,55597
53426,81758,60641
38606,81759,58751
40411,81760,66570
8768,81761,72782
73458,81762,77468
53162,81763,23854
79175,81764,40187
42965,81765,38110
47628,81766,563
53863,81767,82515
50885,81768,15464
96034,81769,36848
45052,81770,6932
84196,81771,27288
47652,81772,70458
42046,81773,66381
97339,81774,8619
40272,81775,50158
3049,81776,12617
6644,81777,28584
81051,81778,65373
69184,81779,96447
792,81780,9274
87169,81781,59264
41706,81782,60540
30615,81783,71603
759,81784,61247
63084,81785,47199
62295,81786,26771
4500,81787,19169
14688,81788,99002
26826,81789,62065
79159,81790,47078
35906,81791,74847
30830,81792,19179
34782,81793,32574
3639,81794,69633
10111,81795,21957
75245,81796,69643
96467,81797,42855
25283,81798,33649
85298,81799,62042
32806,81800,61437
55236,81801,92371
61667,81802,63932
27090,81803,5755
77820,81804,88533
30043,81805,94209
28573,81806,29964
85537,81807,64820
8631,81808,79548
29927,81809,73311
23035,81810,49564
54100,81811,29639
55438,81812,83246
59026,81813,57848
6821,81814,75515
72185,81815,81848
32647,81816,4253
21994,81817,18346
33076,81818,64979
30957,81819,27940
21260,81820,15228
78918,81821,93232
90291,81822,64051
43143,81823,75333
98101,81824,15689
89757,81825,30363
18823,81826,80083
2909,81827,34270
67831,81828,59337
20422,81829,41112
50273,81830,58471
49304,81831,61741
18723,81832,3876
4397,81833,75118
96051,81834,62687
84191,81835,66108
62985,81836,51434
92960,81837,38705
94247,81838,77938
37485,81839,44324
18536,81840,8774
20450,81841,6749
16909,81842,98719
49521,81843,40702
23660,81844,92188
38002,81845,75635
96399,81846,2986
49704,81847,48057
80660,81848,24790
32156,81849,86625
7468,81850,9269
25821,81851,63263
86503,81852,3290
86166,81853,80063
5567,81854,87009
59751,81855,32636
89908,81856,27710
43728,81857,98829
70973,81858,51330
53502,81859,81198
93125,81860,42009
6209,81861,28783
9415,81862,59985
53396,81863,42202
91586,81864,6736
44980,81865,21934
631,81866,33476
30494,81867,80593
55257,81868,6770
6338,81869,27540
24471,81870,14881
76347,81871,44931
88861,81872,90426
98700,81873,85596
3885,81874,56392
34677,81875,21283
20434,81876,72332
96486,81877,84364
12874,81878,1065
55527,81879,62619
79107,81880,81360
44207,81881,5124
6917,81882,53722
2013,81883,35970
88709,81884,34085
35776,81885,52172
7168,81886,5879
56697,81887,44475
98980,81888,79511
71358,81889,36245
93379,81890,25868
45810,81891,80538
37008,81892,35322
44458,81893,96048
88457,81894,79730
93478,81895,28596
61107,81896,31114
40240,81897,96436
77892,81898,55508
36217,81899,54583
93640,81900,53208
10092,81901,94160
14868,81902,28131
11845,81903,6065
34977,81904,89732
1002,81905,44262
48173,81906,61578
53361,81907,90867
10202,81908,29615
20761,81909,70171
86024,81910,63619
1499,81911,83443
87662,81912,38022
15175,81913,72313
53845,81914,39929
64363,81915,44127
82238,81916,46046
43750,81917,20329
5406,81918,69328
19400,81919,52169
98533,81920,56371
34524,81921,98533
30425,81922,75179
79011,81923,49351
5169,81924,99777
41174,81925,23072
86088,81926,33106
49437,81927,39456
19919,81928,17090
34909,81929,29080
66294,81930,11529
5001,81931,34382
97389,81932,40665
15957,81933,14941
54062,81934,15971
81791,81935,13309
67877,81936,22054
62255,81937,7531
44067,81938,60486
2520,81939,60729
94765,81940,2641
54785,81941,45256
92018,81942,7362
88879,81943,50287
80024,81944,37516
71218,81945,26407
10288,81946,97393
10011,81947,45518
6026,81948,58981
84179,81949,50407
10225,81950,88156
10070,81951,45398
98017,81952,41129
48590,81953,75529
29801,81954,45692
39361,81955,75999
21439,81956,35994
73403,81957,82292
62354,81958,44524
39698,81959,65555
12835,81960,65397
21192,81961,7961
87864,81962,54056
86898,81963,55257
59589,81964,42434
96546,81965,9565
10165,81966,63436
19844,81967,9292
99698,81968,74371
15393,81969,36405
90858,81970,73974
53950,81971,74753
43874,81972,15354
33225,81973,87749
89473,81974,8160
44531,81975,50233
88618,81976,10762
74471,81977,88676
43165,81978,73891
19921,81979,31544
38940,81980,4937
53028,81981,67845
62632,81982,52761
86843,81983,77945
51165,81984,49781
8380,81985,80013
54236,81986,20954
28472,81987,88916
73648,81988,96447
37535,81989,54331
60746,81990,15974
94502,81991,46971
49930,81992,3409
19339,81993,51707
489,81994,42462
51746,81995,36331
48894,81996,98074
48288,81997,17447
66757,81998,42478
10402,81999,57943
46468,82000,70748
13702,82001,23691
36141,82002,60258
94452,82003,25648
93914,82004,93249
34836,82005,25496
44774,82006,6972
85634,82007,47279
70309,82008,70514
70092,82009,35096
82979,82010,50157
29453,82011,96363
68103,82012,69957
90325,82013,23193
54152,82014,28498
13550,82015,44197
89530,82016,26000
68678,82017,52736
33297,82018,66606
73211,82019,21562
15804,82020,32079
68222,82021,63697
72687,82022,15251
48654,82023,47540
46277,82024,47416
50216,82025,3291
87436,82026,8570
45846,82027,79100
43236,82028,75934
97348,82029,35946
39312,82030,86427
67626,82031,20036
7984,82032,84785
99531,82033,66226
82666,82034,19845
59467,82035,14988
59163,82036,52373
84954,82037,86558
91131,82038,43007
94344,82039,38996
8155,82040,9714
92540,82041,46188
11279,82042,54686
99001,82043,86862
85741,82044,94885
4580,82045,5904
28755,82046,38033
44579,82047,5688
57595,82048,8564
95430,82049,41403
32738,82050,97909
81023,82051,80710
11544,82052,60979
81316,82053,16188
51773,82054,45733
51689,82055,68137
90690,82056,56515
13719,82057,88035
64817,82058,72199
96611,82059,4216
88026,82060,48143
98545,82061,90853
54440,82062,70973
16927,82063,66369
36020,82064,81251
85283,82065,73822
23491,82066,13723
66864,82067,62067
20043,82068,49072
79095,82069,95304
55303,82070,10437
11031,82071,61762
74070,82072,76174
59919,82073,3739
95812,82074,87695
63847,82075,43741
95115,82076,66156
73973,82077,8075
25756,82078,84882
45379,82079,76025
68693,82080,44168
10432,82081,95202
20117,82082,19509
50700,82083,32759
47695,82084,15346
96907,82085,58051
80512,82086,20304
71943,82087,47656
62815,82088,39898
93583,82089,65722
88381,82090,86820
96747,82091,65280
22050,82092,74000
62506,82093,58965
20197,82094,49196
44690,82095,9078
68901,82096,90900
63242,82097,64847
43783,82098,89430
73553,82099,42761
89613,82100,42801
43676,82101,38794
55418,82102,83482
39521,82103,22666
59116,82104,33398
51694,82105,11018
22068,82106,59555
52852,82107,46383
38205,82108,67859
90007,82109,3602
65563,82110,61202
58597,82111,51706
76489,82112,57703
27170,82113,29747
79226,82114,32153
39426,82115,68410
1560,82116,74370
79000,82117,84494
35617,82118,279
297,82119,57859
9645,82120,9453
14526,82121,39507
15222,82122,24186
9455,82123,45402
86395,82124,2734
27394,82125,97160
23076,82126,16041
75178,82127,20014
91569,82128,42316
43945,82129,45402
91287,82130,56449
79708,82131,91371
60169,82132,76005
68010,82133,62945
86830,82134,39868
56388,82135,15266
53461,82136,3273
31162,82137,29279
8338,82138,86858
31214,82139,44663
49993,82140,66416
68044,82141,61190
97817,82142,1840
55114,82143,17997
99434,82144,49546
11506,82145,80328
33550,82146,41059
46377,82147,45426
66686,82148,14921
54116,82149,77653
46237,82150,66595
58544,82151,19290
192,82152,48480
33177,82153,47100
80545,82154,50625
47303,82155,7297
12228,82156,77917
11027,82157,53997
35461,82158,24791
34589,82159,63410
34360,82160,37903
75182,82161,57861
9370,82162,77949
60306,82163,25882
37379,82164,52100
845,82165,25834
12035,82166,62296
51191,82167,41127
72221,82168,29478
53405,82169,44895
59875,82170,97392
70180,82171,90886
42479,82172,49495
86709,82173,10172
19803,82174,48959
77647,82175,44438
29848,82176,84160
9390,82177,98018
98145,82178,59371
11838,82179,49670
61913,82180,13940
64579,82181,30704
23219,82182,1322
82063,82183,28524
38114,82184,33603
72912,82185,81372
43292,82186,66877
64679,82187,56176
77366,82188,95121
96541,82189,62103
14226,82190,98677
67266,82191,82959
36106,82192,77349
13596,82193,2936
29131,82194,23946
53128,82195,22599
60209,82196,76954
73107,82197,79541
24402,82198,40001
38346,82199,2629
18634,82200,39467
69939,82201,47433
4093,82202,66591
24795,82203,24150
80151,82204,51488
87629,82205,5747
54941,82206,1925
10002,82207,55411
73179,82208,6727
86706,82209,45439
46583,82210,34979
27746,82211,3518
72753,82212,47518
29356,82213,23825
38764,82214,99326
68478,82215,30756
67111,82216,2379
57841,82217,18505
90703,82218,87459
29354,82219,4255
45175,82220,57766
66260,82221,23133
85771,82222,75247
67088,82223,98479
71725,82224,21562
33061,82225,69530
80179,82226,67720
81743,82227,85391
68939,82228,25773
40871,82229,22797
79349,82230,57327
13128,82231,41781
42457,82232,15396
32334,82233,91254
15675,82234,43093
37194,82235,64085
1775,82236,96030
1076,82237,22223
68897,82238,13763
35073,82239,27093
13495,82240,67606
58546,82241,11031
8941,82242,95960
80166,82243,88847
13422,82244,82583
90071,82245,68926
13687,82246,69722
50143,82247,12392
40517,82248,12974
62141,82249,11198
45419,82250,11530
84383,82251,81546
60518,82252,74966
73264,82253,92870
81768,82254,38596
50763,82255,15739
6415,82256,37754
29442,82257,80068
23505,82258,76803
59336,82259,73562
47092,82260,64997
71648,82261,32498
11936,82262,58829
64650,82263,589
75947,82264,4836
60431,82265,110
72239,82266,20129
51922,82267,75472
73964,82268,10622
28047,82269,29022
35904,82270,61825
73416,82271,63996
22889,82272,76755
52921,82273,99657
12268,82274,18026
6492,82275,19010
77566,82276,98709
92566,82277,81392
29136,82278,45207
94771,82279,57171
15689,82280,62129
42798,82281,27503
99474,82282,52285
92265,82283,87180
13591,82284,74665
98343,82285,10871
84737,82286,92403
67410,82287,12524
21927,82288,63533
62031,82289,81378
62371,82290,54166
42971,82291,9511
72116,82292,50617
90293,82293,56060
41767,82294,88512
18609,82295,96287
12654,82296,28275
52437,82297,43118
3117,82298,21922
16311,82299,96800
40841,82300,46495
89588,82301,26470
97649,82302,4987
55965,82303,89210
17374,82304,52620
27799,82305,5871
59238,82306,35415
72776,82307,80722
23439,82308,14223
15901,82309,96029
50746,82310,18366
48751,82311,97730
83326,82312,48158
32180,82313,52819
21675,82314,21463
30959,82315,81315
6069,82316,12549
29518,82317,8616
9151,82318,78818
5196,82319,54801
26753,82320,74736
18124,82321,99530
82848,82322,47285
25902,82323,87720
42658,82324,92924
8182,82325,77045
51140,82326,77133
34009,82327,96261
29825,82328,10536
26430,82329,81483
63823,82330,22511
28046,82331,9085
96760,82332,61633
15141,82333,32342
91622,82334,40400
5126,82335,86855
72734,82336,65512
98774,82337,57702
33139,82338,16557
33318,82339,10874
61902,82340,69449
26875,82341,71821
15256,82342,2759
2341,82343,35778
34899,82344,37049
97770,82345,60292
4962,82346,57946
99401,82347,96336
33035,82348,95647
11489,82349,17733
34890,82350,98203
58804,82351,44321
27864,82352,19108
58744,82353,38560
74705,82354,2688
89053,82355,70012
38456,82356,25133
14486,82357,77309
74687,82358,66472
78576,82359,72033
45921,82360,5919
24827,82361,24148
84824,82362,28105
56692,82363,50505
58314,82364,39791
35519,82365,60524
9027,82366,96639
74213,82367,87045
59592,82368,56585
65961,82369,48337
52076,82370,2585
62946,82371,58220
42962,82372,91597
97415,82373,35613
42877,82374,27320
87804,82375,29154
57364,82376,15866
81862,82377,57048
75642,82378,47231
93063,82379,19352
37832,82380,27843
